num_single_quote_error,num_spacing_error,num_social_media_handles,num_urls_text,num_twitter_post_urls,number_of_hastags,num_of_absence_of_space_after_sentence_completion,num_capitalized_words,num_of_absence_capitalization_after_full_stop,num_of_words_of_pattern_2017word,num_mispelled_words
0,2,0,0,0,0,3,15,4,0,3
0,9,0,0,0,0,2,4,1,0,5
0,6,0,0,0,0,3,3,1,0,2
0,5,0,0,0,0,2,12,1,0,29
0,2,0,0,0,0,2,2,0,0,7
0,2,0,0,0,0,0,3,1,0,5
0,1,0,0,0,0,0,2,0,0,4
0,1,0,0,0,0,5,7,2,0,8
0,3,0,0,0,0,2,8,2,0,18
0,19,0,0,0,0,3,4,0,0,4
0,1,0,0,0,0,2,8,2,0,8
0,2,0,0,0,0,2,10,4,0,5
0,1,0,0,0,0,2,12,6,0,5
0,6,0,0,0,0,4,11,3,1,8
0,2,0,0,0,0,3,2,1,0,10
0,17,0,0,0,0,6,4,3,0,9
0,1,0,0,0,0,3,5,0,0,7
0,1,0,0,0,0,2,12,8,0,8
0,26,13,0,0,6,2,8,7,0,28
0,20,0,0,0,0,4,21,7,0,16
0,9,0,0,0,0,2,13,4,0,13
0,4,0,0,0,0,3,24,9,0,17
0,30,0,0,0,0,3,14,8,0,11
0,6,0,0,0,0,1,5,4,0,5
0,30,0,0,0,0,8,2,1,0,14
0,6,0,0,0,0,9,23,5,0,18
0,26,0,0,0,0,5,11,6,0,17
0,2,0,0,0,0,1,4,0,0,3
0,1,0,0,0,0,0,2,0,0,1
0,7,0,0,0,0,1,2,0,0,4
0,6,0,0,0,0,16,55,0,0,3
0,3,0,0,0,0,0,2,0,0,4
0,1,0,0,0,0,0,5,0,0,5
0,6,0,0,0,0,1,2,0,0,3
0,8,0,0,0,0,1,2,0,0,7
0,2,0,0,0,0,2,7,3,0,10
0,7,0,0,0,0,11,18,3,0,15
0,10,0,0,0,0,8,6,1,0,6
0,29,0,0,0,0,6,7,5,1,14
0,12,0,0,0,0,2,8,7,0,5
0,1,0,0,0,0,2,9,1,0,8
0,1,0,0,0,0,1,6,1,0,1
0,6,0,0,0,0,1,5,2,0,10
0,1,0,0,0,0,0,3,1,0,5
0,7,0,0,0,0,2,13,1,0,20
0,4,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,2,2,0,0,6
0,1,0,0,0,0,2,12,6,0,5
0,1,0,0,0,0,10,13,0,0,15
0,6,0,0,0,0,7,10,2,0,4
0,2,0,0,0,0,2,4,1,0,6
0,1,0,0,0,0,0,8,1,0,2
0,3,0,0,0,0,1,2,0,0,0
0,6,0,0,0,0,8,18,1,0,23
0,2,0,0,0,0,1,11,2,0,8
0,1,0,0,0,0,0,5,1,0,6
0,1,0,0,0,0,0,4,0,0,3
0,2,0,0,0,0,0,1,0,0,3
0,6,0,0,0,0,5,9,6,0,20
0,2,0,0,0,0,7,5,1,1,14
0,11,0,0,0,0,3,9,3,0,15
0,2,0,0,0,0,1,6,1,0,4
0,11,0,0,0,0,3,6,0,0,7
0,2,0,0,0,0,0,3,2,0,1
0,3,0,0,0,0,10,20,15,0,15
0,1,0,0,0,0,1,0,1,0,5
0,1,0,0,0,0,1,14,12,0,7
0,1,0,0,0,0,1,7,4,0,3
0,2,0,0,0,0,1,7,3,0,7
0,1,0,0,0,0,0,3,2,0,3
0,4,0,0,0,0,1,2,0,0,6
0,8,0,0,0,0,0,3,1,0,8
0,5,0,0,0,0,6,14,2,1,32
0,1,0,0,0,0,2,3,1,0,5
0,1,0,0,0,0,1,3,3,0,9
0,16,0,0,0,0,2,3,0,0,9
0,7,0,0,0,0,0,3,1,0,13
0,2,0,0,0,0,0,1,1,0,2
0,3,0,0,0,0,0,9,4,0,7
0,32,0,0,0,0,11,28,5,0,36
0,1,0,0,0,0,0,3,0,0,4
0,2,0,0,0,0,0,2,0,0,2
0,1,0,0,0,0,0,4,2,0,2
0,1,0,0,0,0,1,4,2,0,2
0,1,0,0,0,0,11,15,1,0,11
0,1,0,0,0,0,1,2,1,0,0
0,3,0,0,0,0,1,3,0,0,16
0,1,0,0,0,0,0,3,1,0,2
0,2,0,0,0,0,1,3,0,1,1
0,3,0,0,0,0,5,8,1,0,14
0,1,0,0,0,0,4,6,2,0,15
0,2,0,0,0,0,0,6,2,0,5
0,12,0,0,0,0,3,4,2,0,21
0,3,0,0,0,0,2,4,0,0,7
0,7,0,0,0,0,1,9,6,1,1
0,4,0,0,0,0,4,5,0,0,7
0,2,0,0,0,0,0,3,2,0,1
0,1,0,0,0,0,2,6,2,0,7
0,5,0,0,0,0,2,5,2,0,1
0,6,0,0,0,0,0,3,2,0,7
0,1,0,0,0,0,0,5,3,0,6
0,5,0,0,0,0,0,21,2,0,18
0,14,0,0,0,0,7,25,13,0,8
0,11,0,0,0,0,2,1,3,0,13
0,26,0,0,0,0,4,10,3,0,11
0,1,0,0,0,0,1,2,0,0,1
0,2,0,0,0,0,0,6,2,0,6
0,2,0,0,0,0,5,5,2,0,10
0,8,0,0,0,0,1,7,2,0,18
0,6,0,0,0,0,5,6,2,0,5
0,2,0,0,0,0,0,3,2,0,1
0,8,0,0,0,0,1,2,0,0,7
0,11,0,0,0,0,10,20,1,0,21
0,6,0,0,0,0,4,7,4,0,9
0,2,0,0,0,0,2,5,1,0,11
0,1,0,0,0,0,2,8,1,0,5
0,3,0,0,0,0,1,2,1,0,7
0,3,0,0,0,0,0,9,1,0,13
0,5,0,0,0,0,4,18,7,0,10
0,1,0,0,0,0,0,3,0,0,0
0,1,0,0,0,0,0,2,1,0,0
0,2,0,0,0,0,0,3,0,0,3
0,1,0,0,0,0,0,3,0,0,2
0,25,0,0,0,0,1,5,1,0,7
0,3,0,0,0,0,2,3,0,0,5
0,4,0,0,0,0,1,2,0,0,8
0,14,0,0,0,0,10,9,2,0,19
0,9,0,0,0,0,3,6,0,0,7
0,6,0,0,0,0,1,5,3,0,3
0,5,0,0,0,0,0,13,8,0,17
0,1,0,0,0,0,0,2,0,0,3
0,1,0,0,0,0,2,2,1,0,5
0,1,0,0,0,0,1,3,1,0,5
0,7,0,0,0,0,2,2,0,0,9
0,5,0,0,0,0,5,8,0,0,26
0,3,0,0,0,0,0,4,3,0,4
0,1,0,0,0,0,4,8,2,0,3
0,1,0,0,0,0,1,2,0,0,7
0,12,0,0,0,0,2,5,1,0,7
0,13,0,0,0,0,1,8,1,0,6
0,4,1,0,0,0,1,10,0,0,5
0,24,0,0,0,0,4,5,2,0,4
0,2,0,0,0,0,0,2,0,0,3
0,5,0,0,0,0,5,5,3,0,24
0,2,0,0,0,0,1,13,10,0,12
0,4,0,0,0,0,4,8,0,0,14
0,2,0,0,0,0,0,8,5,0,9
0,1,0,0,0,0,4,4,0,0,11
0,2,0,0,0,0,3,3,0,0,19
0,1,0,0,0,0,0,2,0,0,1
0,1,0,0,0,0,1,3,0,0,0
0,8,0,0,0,0,0,6,5,0,18
0,1,0,0,0,0,2,6,1,0,17
0,4,0,0,0,0,0,8,1,1,14
0,10,0,0,0,0,12,25,29,0,19
0,2,0,0,0,0,1,13,8,0,8
0,1,0,0,0,0,4,16,5,0,28
0,15,0,0,0,0,6,22,10,0,15
0,40,0,0,0,0,13,25,9,0,18
0,1,0,0,0,0,0,5,1,0,17
0,4,0,0,0,0,4,8,0,0,9
0,3,0,0,0,0,2,7,4,0,17
0,6,0,0,0,0,1,7,0,0,4
0,2,0,0,0,0,0,8,5,0,9
0,10,0,0,0,0,3,12,2,0,28
0,1,0,0,0,0,1,4,0,0,10
0,7,0,0,0,0,1,2,0,0,4
0,7,0,0,0,0,0,10,1,0,11
0,2,0,0,0,0,0,2,0,0,1
0,1,0,0,0,0,1,5,0,0,10
0,1,0,0,0,0,1,2,0,0,7
0,1,0,0,0,0,1,2,0,0,3
0,16,0,0,0,0,9,17,10,0,11
0,10,0,0,0,0,1,6,2,0,12
0,1,0,0,0,0,4,6,2,0,9
0,3,0,0,0,0,0,5,2,0,3
0,1,0,0,0,0,0,1,1,0,1
0,2,0,0,0,0,2,8,3,0,7
0,3,0,0,0,0,2,7,1,0,8
0,7,0,0,0,0,2,4,1,0,2
0,7,0,0,0,0,2,11,7,0,5
0,1,0,0,0,0,0,4,2,0,3
0,1,0,0,0,0,1,3,1,0,10
0,11,0,0,0,0,8,7,1,0,11
0,5,3,0,0,4,4,10,3,0,11
0,5,0,0,0,0,3,3,1,0,2
0,12,0,0,0,0,2,7,0,0,6
0,8,0,0,0,0,0,8,1,0,14
0,5,0,0,0,0,4,17,1,0,22
0,5,0,0,0,0,2,7,4,0,5
0,2,0,0,0,0,0,8,5,0,9
0,4,0,0,0,0,12,16,3,0,16
0,1,0,0,0,0,2,5,3,0,2
0,3,0,0,0,0,1,7,4,0,7
0,3,0,0,0,0,1,7,4,2,4
0,3,0,0,0,0,3,5,0,0,8
0,5,0,0,0,0,1,4,0,0,4
0,1,0,0,0,0,0,1,0,0,6
0,15,0,0,0,0,4,8,8,0,3
0,2,0,0,0,0,0,5,2,0,4
0,10,0,0,0,0,0,8,0,0,10
0,10,0,0,0,0,0,4,1,0,9
0,1,0,0,0,0,0,3,0,0,0
0,12,0,0,0,0,1,11,4,0,7
0,2,0,0,0,0,1,3,1,0,5
0,7,0,0,0,0,1,5,1,0,12
0,3,0,0,0,0,1,7,4,0,9
0,7,0,0,0,0,1,19,19,0,11
0,2,0,0,0,0,0,1,0,0,1
0,9,0,0,0,0,1,13,6,0,21
0,5,0,0,0,0,3,6,1,1,13
0,4,0,0,0,0,0,13,9,0,12
0,7,5,0,0,0,3,7,3,0,6
0,1,0,0,0,0,0,2,0,0,2
0,8,0,0,0,0,3,12,5,0,13
0,51,0,0,0,0,8,12,6,0,14
0,2,0,0,0,0,0,8,5,0,9
0,1,0,0,0,0,1,2,0,0,0
0,1,0,0,0,0,1,3,1,0,7
0,5,0,0,0,0,2,5,1,1,5
0,3,4,0,0,0,4,17,3,0,11
0,1,0,0,0,0,5,8,2,0,14
0,1,0,0,0,0,0,10,1,0,4
0,2,0,0,0,0,6,14,4,0,13
0,4,0,0,0,0,0,7,4,0,6
0,4,0,0,0,0,4,5,2,0,32
0,11,0,0,0,0,1,1,0,0,7
0,2,0,0,0,0,3,7,1,0,13
0,12,0,0,0,0,4,9,4,0,4
0,2,0,0,0,0,2,4,0,0,26
0,7,0,0,0,0,1,10,4,0,20
0,1,0,0,0,0,0,2,0,0,1
0,2,0,0,0,0,0,2,0,0,3
0,1,0,0,0,0,0,2,2,0,1
0,5,0,0,0,0,0,4,2,0,3
0,6,0,0,0,0,2,2,0,0,3
0,1,0,0,0,0,1,3,1,0,1
0,2,0,0,0,0,0,2,1,0,1
0,1,0,0,0,0,2,5,2,0,2
0,2,0,0,0,0,1,6,2,0,4
0,1,0,0,0,0,0,2,0,0,2
0,2,0,0,0,0,0,8,5,0,9
0,4,0,0,0,0,4,5,2,0,4
0,9,0,0,0,0,9,17,12,0,21
0,1,0,0,0,0,1,2,2,0,6
0,2,0,0,0,0,1,9,4,0,4
0,9,0,0,0,0,2,7,0,1,51
0,2,0,0,0,0,1,2,0,0,2
0,2,0,0,0,0,0,6,1,0,3
0,2,0,0,0,0,0,5,2,0,2
0,6,0,0,0,0,0,4,1,0,3
0,13,0,0,0,0,2,8,3,0,19
0,6,0,0,0,0,5,8,4,0,4
0,7,0,0,0,0,1,3,0,0,5
0,2,0,0,0,0,2,5,0,0,10
0,2,0,0,0,0,2,5,0,0,11
0,3,0,0,0,0,2,6,0,0,5
0,3,0,0,0,0,2,21,14,0,16
0,1,0,0,0,0,1,8,5,0,8
0,10,0,0,0,0,0,3,0,0,7
0,2,0,0,0,0,0,4,1,0,3
0,34,0,0,0,0,13,19,5,2,16
1,7,0,0,0,0,0,4,1,0,3
0,17,0,0,0,0,2,6,3,0,17
0,2,0,0,0,0,2,2,0,0,1
0,14,0,0,0,0,2,3,1,0,14
0,13,0,0,0,0,4,3,0,0,25
0,2,0,0,0,0,0,1,0,0,6
0,1,0,0,0,0,0,1,1,0,2
0,5,0,0,0,0,7,4,0,0,10
0,16,0,0,0,0,7,22,0,0,20
0,1,0,0,0,0,0,2,0,0,4
0,1,0,0,0,0,2,3,0,0,5
0,1,0,0,0,0,1,3,1,0,1
0,22,0,0,0,0,5,14,9,0,28
0,1,0,0,0,0,0,12,5,0,21
0,15,0,0,0,0,3,15,4,0,13
0,17,0,0,0,0,4,16,6,0,22
0,1,0,0,0,0,1,4,0,0,1
0,1,0,0,0,0,0,10,0,0,15
0,1,0,0,0,0,1,8,5,0,8
0,1,0,0,0,0,0,6,0,0,7
0,1,0,0,0,0,2,5,1,0,13
0,2,0,0,0,0,0,4,0,0,7
0,1,0,0,0,0,1,5,1,0,13
0,16,0,0,0,0,2,8,1,0,7
0,1,0,0,0,0,1,3,0,0,3
0,7,0,0,0,0,0,4,0,0,7
0,1,0,0,0,0,0,2,0,0,0
0,9,0,0,0,0,1,1,0,0,7
0,5,0,0,0,0,3,8,4,0,14
0,15,0,0,0,0,6,9,2,0,16
0,1,0,0,0,0,1,15,4,0,13
0,1,0,0,0,0,1,3,1,0,3
0,1,0,0,0,0,5,12,7,0,4
0,1,0,0,0,0,0,1,0,0,1
0,2,0,0,0,0,0,3,1,0,4
0,3,0,0,0,0,0,5,1,0,6
0,1,0,0,0,0,0,4,2,0,1
0,7,0,0,0,0,1,3,2,0,5
0,7,0,0,0,0,2,2,0,0,5
0,17,0,0,0,0,8,14,7,0,24
0,3,0,0,0,0,2,1,1,0,4
0,2,0,0,0,0,2,5,3,0,6
0,10,0,0,0,0,2,6,2,0,5
0,3,0,0,0,0,0,3,2,0,5
0,5,0,0,0,0,3,11,9,0,17
0,1,0,0,0,0,0,3,1,0,4
0,1,0,0,0,0,0,2,0,0,3
0,1,0,0,0,0,2,3,0,0,5
0,2,0,0,0,0,3,4,1,0,10
0,2,0,0,0,0,0,2,0,0,0
0,3,0,0,0,0,2,5,1,0,7
0,14,0,0,0,0,2,9,6,0,6
0,1,0,0,0,0,1,8,5,0,8
0,1,0,0,0,0,0,3,0,0,3
0,3,0,0,0,0,1,10,2,0,8
0,3,0,0,0,0,3,4,2,0,4
0,1,0,0,0,0,0,1,0,0,1
0,3,0,0,0,0,0,4,0,0,2
0,2,0,0,0,0,2,8,6,0,6
0,5,3,0,0,0,3,6,3,0,4
0,3,0,0,0,0,5,11,8,0,20
0,1,0,0,0,0,0,9,3,0,1
0,3,0,0,0,0,2,11,5,0,6
0,1,0,0,0,0,2,3,2,0,1
0,3,0,0,0,0,2,1,0,0,6
0,5,0,0,0,0,1,9,4,0,6
0,1,0,0,0,0,0,13,5,0,12
0,1,0,0,0,0,2,11,0,0,4
0,4,0,0,0,0,3,3,0,0,17
0,4,0,0,0,0,6,12,2,0,8
0,2,0,0,0,0,2,9,6,0,8
0,1,0,0,0,0,4,17,1,0,20
0,1,0,0,0,0,1,2,1,0,4
0,3,0,0,0,0,1,7,4,0,13
0,34,0,0,0,0,4,10,1,0,31
0,2,0,0,0,0,0,4,2,0,5
0,1,0,0,0,0,1,6,4,0,3
0,10,0,0,0,0,0,14,9,0,9
0,2,0,0,0,0,1,11,4,0,16
0,2,0,0,0,0,0,8,3,0,6
0,1,0,0,0,0,3,3,0,0,5
0,8,0,0,0,0,1,2,1,0,2
0,1,0,0,0,0,6,4,0,0,31
0,4,0,0,0,0,7,9,8,0,13
0,7,0,0,0,0,0,8,2,0,32
0,39,0,0,0,0,7,27,20,0,26
0,5,0,0,0,0,9,10,7,0,16
0,11,0,0,0,0,5,13,6,0,19
0,3,0,0,0,0,1,8,2,0,10
0,11,1,0,0,0,1,15,6,0,13
0,4,0,0,0,0,4,16,11,0,15
0,2,0,0,0,0,1,9,1,0,10
0,11,0,0,0,0,1,1,0,0,0
0,8,0,0,0,0,7,9,4,0,16
0,1,0,0,0,0,1,8,5,0,8
0,7,0,0,0,0,3,3,2,0,29
0,5,0,0,0,0,1,13,1,0,6
0,2,0,0,0,0,1,8,2,0,29
0,3,0,0,0,0,2,7,0,0,16
0,2,0,0,0,0,0,1,0,0,2
0,1,0,0,0,0,0,3,0,0,0
0,1,0,0,0,0,1,4,1,0,3
0,2,0,0,0,0,1,4,1,0,2
0,1,0,0,0,0,0,5,2,0,7
0,6,0,0,0,0,2,3,0,0,9
0,1,0,0,0,0,0,4,2,0,3
0,9,0,0,0,0,1,10,3,0,16
0,2,0,0,0,0,0,2,0,0,3
0,1,0,0,0,0,0,2,1,0,4
0,3,0,0,0,0,0,6,5,0,0
0,2,0,0,0,0,1,7,0,0,14
0,1,0,0,0,0,0,4,1,0,4
0,5,0,0,0,0,2,17,14,0,17
0,1,0,0,0,0,1,3,0,0,2
0,4,0,0,0,0,1,9,6,1,7
0,2,0,0,0,0,0,2,0,0,3
0,2,0,0,0,0,2,8,7,0,13
0,1,0,0,0,0,0,3,2,0,3
0,1,0,0,0,0,1,4,3,0,4
0,7,0,0,0,0,4,12,6,0,12
0,5,0,0,0,0,2,11,5,0,21
0,1,0,0,0,0,1,4,0,0,2
0,6,0,0,0,0,0,3,1,0,0
0,1,0,0,0,0,2,7,2,0,4
0,1,0,0,0,0,0,3,3,0,2
0,2,0,0,0,0,1,5,2,0,19
0,2,0,0,0,0,0,2,1,0,7
0,2,0,0,0,0,1,4,2,0,3
0,1,0,0,0,0,1,2,1,0,3
0,1,0,0,0,0,0,2,1,0,1
0,1,0,0,0,0,0,4,3,0,0
0,1,0,0,0,0,0,2,0,0,2
0,17,0,0,0,0,8,18,11,0,22
0,3,0,0,0,0,0,4,2,0,8
0,1,0,0,0,0,0,3,1,0,2
0,1,0,0,0,0,1,3,1,0,4
0,2,0,0,0,0,1,4,1,0,3
0,7,0,0,0,0,0,3,2,0,1
0,1,0,0,0,0,1,3,1,0,5
0,3,0,0,0,0,3,10,8,0,16
0,1,0,0,0,0,0,4,2,0,0
0,1,0,0,0,0,1,4,4,0,4
0,1,0,0,0,0,2,3,2,0,4
0,4,0,0,0,0,1,8,3,0,10
0,7,0,0,0,0,0,2,1,0,3
0,1,0,0,0,0,0,4,2,0,6
0,1,0,0,0,0,0,1,1,0,4
0,4,0,0,0,0,2,12,6,0,18
0,12,0,0,0,0,4,4,4,0,13
0,1,0,0,0,0,0,1,0,0,2
0,6,0,0,0,0,0,4,2,0,1
0,2,0,0,0,0,13,30,3,0,10
0,11,0,0,0,0,1,9,3,0,14
0,13,0,0,0,0,0,6,3,0,5
0,1,0,0,0,0,2,6,1,0,2
0,1,0,0,0,0,0,2,1,0,5
0,1,0,0,0,0,1,3,1,0,4
0,3,0,0,0,0,1,4,2,0,3
0,3,0,0,0,0,0,2,0,0,4
0,7,0,0,0,0,1,9,0,0,18
0,21,0,0,0,0,5,13,6,0,12
0,5,0,0,0,0,2,3,1,0,18
0,3,0,0,0,0,1,13,9,0,9
0,1,0,0,0,0,1,5,0,0,0
0,27,0,0,0,0,3,10,0,0,7
0,1,0,0,0,0,1,8,5,0,8
0,1,0,0,0,0,4,3,1,0,11
0,2,0,0,0,0,2,8,3,0,7
0,4,0,0,0,0,3,6,0,0,24
0,4,0,0,0,0,2,3,0,1,9
0,3,0,0,0,0,9,8,2,0,16
0,5,0,0,0,0,4,4,2,0,26
0,1,0,0,0,0,2,0,0,0,2
0,1,0,0,0,0,1,5,1,0,10
0,4,0,0,0,0,2,3,3,0,9
0,2,0,0,0,0,2,5,0,0,17
0,1,0,0,0,0,1,3,2,1,3
0,1,0,0,0,0,7,37,2,0,17
0,1,0,0,0,0,4,12,3,0,8
0,3,0,0,0,0,1,10,4,0,7
0,8,0,0,0,0,0,3,0,0,2
0,4,0,0,0,0,0,3,0,0,14
0,1,0,0,0,0,0,2,0,0,1
0,1,0,0,0,0,0,3,1,0,1
0,5,0,0,0,0,1,6,1,0,11
0,1,0,0,0,0,0,4,1,0,2
0,2,0,0,0,0,0,2,0,0,0
0,6,0,0,0,0,2,3,0,0,16
0,3,0,0,0,0,3,19,3,0,38
0,1,0,0,0,0,1,4,2,0,12
0,1,0,0,0,0,3,4,1,0,12
0,6,0,0,0,0,2,3,0,0,16
0,4,0,0,0,0,4,5,3,0,26
0,2,0,0,0,0,1,4,1,0,9
0,1,0,0,0,0,0,5,1,0,3
0,1,0,0,0,0,1,8,5,0,8
0,2,0,0,0,0,1,2,1,0,4
0,6,0,0,0,0,1,5,3,0,5
0,3,0,0,0,0,2,8,2,0,6
0,10,0,0,0,0,2,5,0,0,12
0,26,0,0,0,0,4,11,8,0,20
0,1,0,0,0,0,4,5,0,0,20
0,5,0,0,0,0,2,6,0,0,22
0,2,0,0,0,0,0,2,0,0,1
0,1,0,0,0,0,0,2,0,0,2
0,2,0,0,0,0,1,2,0,0,4
0,2,0,0,0,0,1,10,1,1,11
0,26,0,0,0,0,3,19,10,0,28
0,4,0,0,0,0,0,3,2,0,5
0,2,0,0,0,0,0,3,1,0,3
0,5,0,0,0,0,0,4,0,0,14
0,2,0,0,0,0,0,6,2,0,17
0,2,0,0,0,0,0,2,0,0,3
0,2,0,0,0,0,2,6,0,0,16
0,6,0,0,0,0,4,15,11,0,21
0,3,0,0,0,0,1,7,1,0,13
0,2,0,0,0,0,6,3,0,0,19
0,21,0,0,0,0,3,11,1,1,12
0,2,0,0,0,0,0,4,0,0,10
0,1,0,0,0,0,0,2,0,0,1
0,1,0,0,0,0,1,8,5,0,8
0,4,0,0,0,0,0,7,2,0,10
0,8,0,0,0,0,7,16,11,0,27
0,1,0,0,0,0,5,6,2,0,5
0,5,0,0,0,0,1,13,9,0,9
0,4,0,0,0,0,2,5,0,0,10
0,1,0,0,0,0,0,4,3,0,3
0,1,0,0,0,0,0,11,3,0,3
0,1,0,0,0,0,1,4,0,0,2
0,3,0,0,0,0,1,2,0,0,3
0,22,0,0,0,0,2,19,4,0,24
0,4,0,0,0,0,2,13,1,0,17
0,3,0,0,0,0,0,3,1,0,1
0,3,0,0,0,0,0,12,0,0,17
0,2,0,0,0,0,0,5,1,0,5
0,5,0,0,0,0,0,17,1,0,8
0,1,0,0,0,0,0,2,0,0,2
0,3,0,0,0,0,0,7,2,0,0
0,3,0,0,0,0,0,8,5,0,6
0,1,0,0,0,0,3,8,3,0,25
0,2,0,0,0,0,0,2,0,0,1
0,1,0,0,0,0,1,1,0,0,1
0,2,0,0,0,0,1,2,0,0,0
0,2,0,0,0,0,0,3,0,0,2
0,1,0,0,0,0,0,1,0,0,2
0,4,0,0,0,0,7,8,0,0,17
0,3,0,0,0,0,6,5,5,0,5
0,13,0,0,0,0,0,5,1,0,13
0,4,0,0,0,0,0,11,0,0,19
0,3,0,0,0,0,2,3,1,0,6
0,4,0,0,0,0,1,14,11,0,23
0,1,0,0,0,0,4,10,7,0,16
0,1,0,0,0,0,1,2,0,0,2
0,12,0,0,0,0,3,18,7,0,7
0,8,0,0,0,0,1,8,2,0,6
0,9,0,0,0,0,7,3,0,0,20
0,3,0,0,0,0,0,5,1,0,6
0,3,0,0,0,0,1,4,1,0,1
0,10,0,0,0,0,1,6,3,0,5
0,1,0,0,0,0,1,8,5,0,8
0,3,0,0,0,0,3,2,1,0,20
0,1,0,0,0,0,1,2,0,0,1
0,10,0,0,0,0,4,19,13,0,35
0,3,0,0,0,0,0,1,0,0,5
0,7,0,0,0,0,2,2,0,0,9
1,1,0,0,0,0,1,7,1,0,4
0,2,0,0,0,0,1,2,0,0,2
0,1,0,0,0,0,1,2,0,0,2
0,4,0,0,0,0,0,5,0,0,6
1,8,0,0,0,0,1,7,6,0,7
0,0,0,0,0,0,0,2,1,0,2
1,1,0,0,0,0,0,2,0,0,4
0,11,0,0,0,0,4,19,6,0,15
0,1,0,0,0,0,3,7,4,0,15
0,1,0,0,0,0,3,3,1,0,15
0,1,0,0,0,0,1,4,0,0,2
0,4,0,0,0,0,0,9,7,0,6
0,7,0,0,0,0,2,10,5,0,12
0,5,0,0,0,0,4,7,2,0,16
0,2,0,0,0,0,0,2,0,0,5
0,15,0,0,0,0,3,2,0,0,3
0,1,0,0,0,0,0,2,0,0,4
0,1,0,0,0,0,0,3,0,0,9
0,5,0,0,0,0,6,1,0,0,25
0,10,0,0,0,0,4,2,0,0,28
0,5,0,0,0,0,0,8,3,0,13
0,3,0,0,0,0,4,13,5,0,14
0,11,0,0,0,0,4,24,4,0,40
0,2,0,0,0,0,0,10,6,0,7
0,3,0,0,0,0,1,16,2,0,13
0,2,0,0,0,0,0,10,5,0,21
0,14,0,0,0,0,1,7,0,0,13
0,7,0,0,0,0,3,14,7,0,14
0,5,0,0,0,0,4,9,7,0,15
0,3,0,0,0,0,1,1,0,0,12
0,1,0,0,0,0,0,4,2,0,0
0,1,0,0,0,0,0,2,1,0,0
0,6,0,0,0,0,0,8,2,0,7
0,9,0,0,0,0,3,4,1,0,30
0,4,0,0,0,0,2,6,4,0,15
0,5,0,0,0,0,3,10,3,0,11
0,1,0,0,0,0,4,3,2,0,0
0,1,0,0,0,0,0,3,0,0,1
0,1,0,0,0,0,2,5,0,0,7
0,2,0,0,0,0,0,2,0,0,2
0,2,0,0,0,0,3,18,5,0,19
0,4,0,0,0,0,3,4,0,0,23
0,6,0,0,0,0,2,10,1,0,13
0,1,0,0,0,0,0,5,0,0,4
0,1,0,0,0,0,0,3,0,0,4
0,6,0,0,0,0,4,4,2,0,11
0,11,0,0,0,0,9,11,8,0,16
0,5,0,0,0,0,0,19,0,0,23
0,2,0,0,0,0,1,1,0,0,1
0,4,0,0,0,0,1,2,0,0,21
0,6,0,0,0,0,3,6,2,0,4
0,4,0,0,0,0,0,3,0,0,5
0,2,0,0,0,0,0,10,6,0,7
0,1,0,0,0,0,0,2,0,0,0
0,5,6,0,0,2,6,9,2,0,16
0,1,0,0,0,0,1,6,0,0,1
0,5,0,0,0,0,0,14,5,0,11
0,4,0,0,0,0,1,5,0,0,7
0,8,0,0,0,0,2,3,0,0,5
0,3,0,0,0,0,1,8,2,0,9
0,2,0,0,0,0,1,4,0,0,2
0,5,0,0,0,0,27,20,4,0,28
0,5,0,0,0,0,2,11,6,0,15
0,1,0,0,0,0,0,2,0,0,1
0,2,0,0,0,0,0,8,2,0,12
0,3,0,0,0,0,0,2,0,0,0
0,5,0,0,0,0,0,7,0,0,10
0,2,0,0,0,0,0,5,3,0,10
0,5,0,0,0,0,2,5,0,0,7
0,1,0,0,0,0,1,11,3,0,20
0,5,0,0,0,0,0,2,1,0,13
0,5,0,0,0,0,0,3,0,0,10
0,1,0,0,0,0,0,2,0,0,7
0,1,0,0,0,0,0,2,3,0,0
0,1,0,0,0,0,0,2,1,0,1
0,1,0,0,0,0,2,2,1,0,4
0,1,0,0,0,0,2,4,2,0,6
0,8,0,0,0,0,8,15,2,0,15
0,1,0,0,0,0,1,2,0,0,1
0,5,0,0,0,0,2,2,0,0,3
0,7,0,0,0,0,1,3,0,0,10
0,1,0,0,0,0,0,5,2,0,8
0,7,0,0,0,0,1,3,1,0,6
0,14,0,0,0,0,2,4,0,0,5
0,3,0,0,0,0,1,5,0,0,3
0,12,0,0,0,0,3,3,1,0,7
0,25,0,0,0,0,2,4,1,0,11
0,1,0,0,0,0,5,16,0,0,21
0,3,0,0,0,0,0,1,0,0,2
0,2,0,0,0,0,0,10,6,0,7
0,2,0,0,0,0,0,3,0,0,11
0,1,0,0,0,0,1,1,0,0,2
0,2,0,0,0,0,2,6,0,0,17
0,3,0,0,0,0,0,3,1,0,4
0,8,0,0,0,0,1,5,1,0,8
0,10,0,0,0,0,0,5,3,0,6
0,4,0,0,0,0,0,12,0,0,15
0,1,0,0,0,0,0,5,0,0,0
0,1,0,0,0,0,0,2,0,0,6
0,1,0,0,0,0,2,8,4,0,15
0,8,0,0,0,0,3,9,3,0,18
0,7,0,0,0,0,2,3,0,0,4
0,3,0,0,0,0,4,5,0,0,14
