num_single_quote_error,num_spacing_error,num_social_media_handles,num_urls_text,num_twitter_post_urls,number_of_hastags,num_of_absence_of_space_after_sentence_completion,num_capitalized_words,num_of_absence_capitalization_after_full_stop,num_of_words_of_pattern_2017word,num_mispelled_words,label
12,36,13,8,1,1,17,31,15,10,79,0
0,1,0,0,0,0,0,4,2,0,1,1
4,7,0,0,0,0,0,1,0,0,2,0
13,17,0,0,0,0,12,3,2,1,12,0
0,1,0,0,0,0,0,4,0,0,1,1
0,2,0,0,0,0,8,9,2,0,43,1
12,5,0,0,0,0,0,4,0,0,16,1
0,2,0,0,0,0,9,22,18,1,1,1
10,25,2,1,0,0,8,3,1,0,15,0
6,7,0,0,0,0,11,3,2,0,11,0
12,31,0,0,0,0,0,9,0,0,20,1
7,30,1,0,0,0,18,57,9,0,62,0
0,3,0,0,0,0,2,5,3,0,8,1
0,2,0,0,0,0,0,3,1,0,5,1
11,5,0,0,0,0,4,1,1,0,3,0
1,3,1,1,1,0,7,2,7,0,2,0
3,12,0,0,0,0,0,8,0,0,19,1
18,19,0,0,0,0,5,10,5,0,24,1
1,2,0,0,0,0,6,3,0,0,5,0
6,2,0,0,0,0,4,3,0,0,5,0
3,3,0,0,0,0,2,1,0,0,12,0
2,1,0,0,0,0,0,6,0,0,6,0
0,2,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
3,15,1,1,0,0,2,2,1,1,4,0
4,5,1,1,1,0,16,7,3,0,32,0
11,15,0,0,0,0,3,1,0,0,3,0
12,30,0,0,0,0,3,4,0,0,25,1
0,8,0,0,0,0,1,6,2,0,9,1
13,8,1,0,1,0,9,0,2,1,17,0
0,2,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,9,1,0,9,1
3,8,0,0,0,0,0,6,0,0,14,1
3,4,0,0,0,0,1,3,0,0,7,0
3,10,0,0,0,0,0,2,0,0,11,1
8,8,0,0,0,1,0,8,1,0,13,1
0,6,0,0,0,0,1,7,0,0,11,1
4,1,0,0,0,0,0,1,0,0,2,0
1,8,0,0,0,0,1,2,0,0,9,0
0,1,0,0,0,0,0,2,1,0,0,1
10,21,0,0,0,0,7,5,1,0,10,0
4,1,0,0,0,0,6,5,1,0,5,0
6,17,0,0,0,0,2,3,0,0,15,1
6,4,0,0,0,0,2,8,0,0,12,0
0,24,0,0,0,0,1,2,0,0,8,1
5,4,0,0,0,0,2,6,0,0,10,0
3,13,0,0,0,0,4,7,0,0,11,0
0,1,0,0,0,0,1,2,0,0,7,1
0,2,0,0,0,0,0,5,2,0,6,1
3,18,0,0,0,0,0,2,0,0,7,1
3,8,0,0,0,1,4,3,0,0,6,0
0,8,0,0,0,0,3,5,3,0,7,1
4,2,0,0,0,0,5,2,0,0,6,0
9,15,7,1,1,1,6,10,3,6,24,0
1,6,7,2,1,1,9,17,5,4,18,0
0,2,0,0,0,0,1,4,2,0,19,1
4,8,0,0,0,0,0,2,0,0,1,1
5,10,0,0,0,0,3,4,2,0,8,0
10,22,0,0,0,0,1,3,0,0,21,1
19,41,0,0,0,0,0,26,1,0,25,1
0,1,0,0,0,0,2,17,9,0,18,1
4,3,0,0,0,0,4,5,1,0,8,1
5,6,0,0,0,1,3,2,0,0,2,0
1,1,0,0,0,0,0,6,0,0,0,0
0,22,0,0,0,0,4,8,3,0,10,1
0,2,0,0,0,0,0,0,0,0,0,0
7,10,0,0,0,0,4,2,0,0,3,0
0,8,0,0,0,0,6,39,2,0,39,1
6,3,0,0,0,1,11,9,10,0,16,0
0,3,0,0,0,0,0,3,2,0,6,1
12,5,0,0,0,0,9,4,0,0,12,0
3,11,0,0,0,0,0,6,2,0,7,1
5,18,1,0,1,1,3,4,2,0,16,0
0,1,0,0,0,0,0,4,0,0,1,1
1,6,0,0,0,0,0,7,2,0,6,1
2,8,0,0,0,0,0,1,1,0,2,1
7,18,0,0,0,0,1,13,7,0,20,1
5,8,0,0,0,0,0,2,0,0,5,1
5,9,0,0,0,0,0,8,2,0,17,1
0,4,2,2,0,0,4,2,2,0,13,0
25,50,3,0,0,0,23,27,0,2,88,0
3,17,0,0,0,0,0,2,0,0,18,1
0,1,0,0,0,0,0,5,1,0,4,1
13,22,0,0,0,0,0,1,0,0,36,1
4,4,0,0,0,1,1,5,2,0,28,1
0,2,0,0,0,0,0,8,1,0,9,1
10,11,0,0,0,0,4,1,0,0,14,0
4,24,0,0,0,0,0,2,0,0,12,0
8,15,0,0,0,0,1,2,0,0,13,0
9,12,0,0,0,0,4,3,0,0,15,0
0,6,0,0,0,0,2,3,2,0,1,1
0,4,0,0,0,0,3,12,2,0,15,1
3,26,0,0,0,0,16,4,3,0,12,0
0,4,0,0,0,0,4,8,0,0,9,1
55,95,5,2,2,1,32,66,10,5,171,0
11,8,0,0,0,0,1,2,1,0,15,1
7,9,6,1,2,6,11,1,6,0,15,0
1,2,0,0,0,0,0,2,0,0,5,1
4,5,0,0,0,2,4,0,0,0,3,0
9,25,0,0,0,0,1,9,6,0,10,1
14,25,0,0,0,0,2,9,1,0,19,1
5,2,0,0,0,0,10,10,2,0,39,0
2,5,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,8,0,0,0,16,0
13,4,0,1,0,0,3,0,2,0,7,0
5,11,0,0,0,0,0,2,0,0,14,1
3,4,0,0,0,0,4,2,2,0,3,0
2,72,0,0,0,0,0,8,2,0,4,1
6,31,0,0,0,0,0,4,0,0,36,1
6,16,0,0,0,0,3,3,0,0,5,0
7,7,0,0,0,0,3,4,1,0,6,1
1,10,0,0,0,0,0,9,4,0,14,1
0,0,0,0,0,3,9,5,10,0,18,0
1,5,1,1,1,0,7,1,3,0,5,0
8,16,0,1,0,0,6,2,1,0,6,0
4,25,0,0,0,0,0,9,0,0,15,1
0,1,0,0,0,0,0,2,0,0,0,1
8,4,0,0,0,0,2,4,0,0,6,0
7,14,0,0,0,0,4,4,3,0,15,0
0,1,0,0,0,0,3,3,0,0,8,1
2,3,0,0,0,0,0,4,0,0,6,1
12,14,1,1,0,0,8,4,2,1,27,0
1,14,0,0,0,0,3,19,1,0,23,1
0,2,0,0,0,0,7,3,1,0,9,1
0,2,0,0,0,0,5,5,2,0,10,1
0,5,0,0,0,0,2,7,2,0,13,1
2,7,0,1,0,0,2,1,1,0,2,0
8,15,0,0,0,0,1,1,1,0,6,0
0,1,0,0,0,0,0,1,0,0,1,1
14,3,0,0,0,0,6,1,0,0,23,0
12,9,0,0,0,0,4,1,0,0,19,0
2,2,0,0,0,0,0,1,0,0,4,1
18,19,0,0,0,0,5,11,1,0,37,1
0,2,0,0,0,0,0,5,3,0,10,1
4,16,0,0,0,0,0,5,0,0,12,1
0,14,0,0,0,0,2,7,1,0,20,1
0,8,0,0,0,0,4,19,11,0,11,1
32,77,0,0,0,0,21,28,0,0,95,0
7,6,0,0,0,0,4,8,3,0,5,0
0,3,0,0,0,0,0,2,0,0,1,1
20,34,0,0,0,0,0,7,0,0,19,0
8,18,0,0,0,0,6,6,0,0,14,0
15,10,0,1,0,0,25,13,10,0,25,0
8,22,0,0,0,0,1,11,0,0,10,0
8,13,0,0,0,0,0,5,2,0,11,1
12,23,0,0,0,0,2,0,4,0,17,0
31,26,0,0,0,0,19,1,1,0,34,0
3,3,1,0,1,0,7,2,3,0,8,0
8,19,0,0,0,0,0,5,2,0,11,1
1,1,0,0,0,0,0,2,0,0,3,0
15,22,0,0,0,1,6,20,0,0,53,0
1,1,0,0,0,0,0,1,0,0,3,1
2,20,1,1,1,1,4,8,3,0,19,0
11,10,0,0,0,0,8,1,0,0,5,0
0,1,0,0,0,0,0,1,0,0,2,1
0,2,0,0,0,0,3,24,3,0,30,1
8,9,0,0,0,0,4,2,0,0,7,0
11,24,0,0,0,0,1,3,0,0,19,1
4,10,0,0,0,0,5,4,0,0,8,0
10,5,0,0,0,0,4,2,0,0,6,0
0,10,0,0,0,0,7,11,0,0,23,1
0,1,0,0,0,0,0,2,2,0,0,1
1,5,0,0,0,0,0,2,0,0,5,1
8,0,0,0,0,0,1,6,0,0,8,0
6,10,0,0,0,0,8,1,1,0,4,0
5,3,0,0,0,0,11,1,0,0,7,0
4,6,4,1,0,0,3,1,2,0,31,0
5,3,0,0,0,0,5,2,0,0,5,0
0,2,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,2,0,0,1,1
4,6,0,0,0,0,0,1,0,0,10,1
8,14,0,0,0,0,0,15,1,0,34,1
8,5,0,0,0,0,6,2,0,0,12,1
0,1,0,0,0,0,0,6,0,0,10,1
0,3,0,0,0,0,1,4,1,0,4,1
0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,5,3,0,0,5,0
1,4,0,0,0,0,0,3,0,0,5,1
11,30,5,2,3,1,12,5,10,4,27,0
2,8,0,0,0,0,0,2,0,0,10,1
12,13,1,1,0,0,10,8,1,0,25,0
25,6,0,0,0,0,13,8,0,0,16,0
13,2,0,0,0,0,4,4,1,0,10,0
13,19,7,2,3,2,10,3,11,5,34,0
16,17,0,0,0,0,12,1,0,0,6,0
0,1,0,0,0,0,0,3,1,0,2,1
2,18,0,0,0,0,0,4,2,0,11,1
0,8,0,0,0,0,1,9,0,0,2,1
0,1,0,0,0,0,0,4,0,0,4,1
3,9,5,0,0,0,3,1,0,4,41,0
8,18,0,0,0,0,8,1,0,0,6,0
0,2,0,0,0,0,1,5,1,0,2,1
3,6,0,0,0,0,2,3,0,0,13,1
0,1,0,0,0,0,1,5,0,0,12,1
0,5,0,0,0,0,3,10,3,0,11,1
7,13,0,0,0,0,17,7,0,0,25,0
0,8,0,0,0,0,5,18,9,0,15,1
3,5,1,0,1,2,5,7,5,0,9,0
6,22,0,0,0,0,14,18,0,0,22,0
11,8,0,0,0,0,5,6,0,0,20,0
3,4,2,1,1,0,2,1,4,1,11,0
0,5,0,0,0,0,1,6,1,0,4,1
9,65,0,0,0,0,0,6,0,0,22,1
1,6,0,0,0,0,0,2,0,0,8,1
0,1,1,0,0,0,0,2,0,0,3,0
9,9,1,0,0,0,4,5,1,1,8,0
4,1,0,0,0,0,0,6,0,0,3,0
0,15,0,0,0,0,5,3,0,0,10,1
0,1,0,0,0,0,2,6,1,0,2,1
3,12,0,0,0,0,0,11,2,0,32,1
16,5,0,0,0,0,0,1,0,0,3,0
4,3,0,0,0,0,1,2,0,0,4,1
0,1,0,0,0,0,0,2,0,0,6,1
0,5,0,0,0,0,3,1,0,0,4,1
0,4,0,0,0,0,1,8,1,0,26,1
1,0,0,0,0,0,0,1,0,0,1,0
0,2,0,0,0,0,0,10,3,0,6,1
3,5,0,0,0,0,4,8,0,0,7,0
2,1,0,0,0,0,0,1,0,0,4,1
5,9,0,0,0,0,1,11,3,0,36,1
6,13,1,0,0,0,10,8,0,0,14,0
0,7,0,0,0,0,4,5,2,0,24,1
0,2,0,0,0,0,3,1,0,0,3,1
2,1,0,0,0,0,0,2,0,0,6,1
0,1,0,0,0,0,0,6,3,0,0,1
0,2,0,0,0,0,0,0,0,0,0,0
11,14,1,0,0,0,3,4,0,0,8,0
10,6,0,0,0,0,2,6,0,0,18,0
0,3,0,0,0,0,2,5,0,0,10,1
0,4,0,0,0,0,2,5,2,0,2,1
0,38,0,0,0,0,4,7,4,0,9,1
0,3,0,0,0,0,0,16,2,0,8,1
2,0,0,0,0,0,3,5,0,0,26,0
5,7,0,0,0,0,0,3,0,0,8,1
8,11,0,0,0,0,2,4,0,0,6,0
2,2,0,0,0,0,4,0,0,0,4,0
1,14,0,0,0,0,4,5,0,0,4,0
0,1,0,0,0,0,4,10,5,0,10,1
3,11,0,0,0,0,5,1,0,0,6,0
0,26,0,0,0,0,3,19,10,0,28,1
12,14,0,0,0,0,3,7,2,1,16,1
0,7,0,0,0,0,0,3,0,0,6,1
0,0,0,1,0,0,1,0,3,0,0,0
22,29,1,0,0,0,6,19,0,1,14,0
1,4,4,0,0,0,1,2,2,4,18,0
2,3,0,0,0,0,0,1,0,0,8,1
10,17,4,0,1,0,5,2,4,3,16,0
0,1,0,0,0,0,5,12,8,0,8,1
11,52,0,0,0,0,10,2,1,0,8,0
4,31,0,0,0,0,5,3,0,0,28,0
1,12,0,0,0,0,2,1,0,0,5,0
7,1,0,0,0,0,4,2,0,0,6,0
0,5,0,0,0,0,0,2,0,0,4,1
1,4,0,0,0,0,1,0,1,0,1,0
4,17,0,0,0,0,0,3,1,0,19,1
1,11,0,0,0,0,0,7,2,0,11,1
5,2,0,0,0,0,4,1,0,0,3,0
0,3,0,0,0,0,3,3,1,0,2,1
0,1,0,0,0,0,0,3,1,0,3,1
0,2,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,3,7,0,0,15,1
10,19,0,0,0,0,6,11,0,0,10,0
1,6,1,0,0,0,4,16,0,0,7,0
3,1,0,0,0,0,4,3,1,0,6,0
21,12,0,0,0,0,6,17,0,0,25,0
0,1,0,0,0,0,0,2,2,0,0,1
0,1,0,0,0,0,1,4,2,0,0,1
0,5,0,0,0,0,0,2,0,0,13,1
0,3,0,0,0,0,1,4,0,0,12,1
0,8,0,0,0,0,2,2,0,0,13,1
2,9,1,0,0,0,4,7,1,0,15,0
2,8,0,0,0,0,0,6,2,0,16,1
4,5,0,0,0,0,3,0,0,0,7,0
0,1,0,0,0,0,0,2,0,0,3,1
2,22,3,0,2,2,17,3,5,2,34,0
6,26,13,0,5,0,10,2,13,0,26,0
8,17,0,0,0,0,0,5,0,0,30,1
16,48,0,0,0,1,0,9,0,0,66,1
3,23,0,0,0,0,14,1,0,0,26,0
0,1,0,0,0,0,0,6,2,0,2,1
3,10,0,0,0,0,0,8,3,0,9,1
0,7,0,0,0,0,1,8,2,0,9,1
3,11,0,0,0,0,4,2,0,0,9,0
18,27,1,1,0,1,5,2,2,0,23,0
0,1,0,0,0,0,2,6,1,0,7,1
0,4,0,0,0,0,0,11,1,0,7,1
6,17,0,0,0,0,9,2,0,0,10,0
0,12,0,0,0,0,1,5,1,0,14,1
0,14,0,0,0,0,4,20,15,0,24,1
0,2,0,0,0,0,0,2,0,0,0,1
2,10,2,0,1,0,9,36,4,1,12,0
4,19,8,0,4,7,6,5,9,4,23,0
9,6,0,0,0,0,5,8,7,0,12,0
6,20,0,0,0,0,0,5,2,0,13,1
10,15,1,0,1,1,9,3,2,0,18,0
0,12,1,0,0,0,0,13,1,0,11,1
6,2,2,0,1,0,8,3,2,2,5,0
13,14,0,0,0,0,1,4,0,0,3,0
0,7,3,0,0,0,4,9,2,0,9,1
0,1,0,0,0,0,2,9,3,0,9,1
4,26,0,0,0,0,3,1,0,0,12,0
9,11,0,0,0,0,1,6,4,0,15,1
0,2,0,0,0,0,5,14,6,0,15,1
15,11,0,0,0,0,10,2,3,0,22,0
0,0,0,0,0,0,0,0,0,0,1,0
20,26,0,0,0,0,8,15,2,0,15,0
12,25,2,0,2,0,8,13,4,2,16,0
0,6,0,0,0,0,3,6,2,0,4,1
0,2,0,0,0,0,3,12,4,0,20,1
3,8,0,0,0,0,5,0,0,0,15,0
0,2,0,0,0,0,1,2,0,0,7,1
5,3,0,0,0,0,0,1,0,0,2,1
6,3,1,0,0,0,5,15,0,0,7,0
2,1,0,0,0,0,0,6,0,0,14,1
4,3,0,0,0,0,6,1,0,0,10,0
14,9,0,0,0,0,2,10,0,0,17,0
4,13,0,0,0,0,6,0,0,0,2,0
0,2,0,0,0,0,0,3,0,0,2,1
1,2,0,0,0,0,0,0,0,0,0,0
10,11,0,0,0,0,6,7,0,0,11,0
5,6,0,0,0,0,2,0,0,0,11,0
5,10,0,0,0,0,9,3,0,0,8,0
5,13,0,0,0,0,5,5,0,0,7,0
18,8,0,0,0,0,8,1,0,0,4,0
15,19,1,0,1,0,8,4,3,0,17,0
0,3,1,0,0,1,1,2,0,0,8,1
15,31,0,0,0,0,1,4,0,0,29,1
0,22,0,0,0,0,4,8,2,0,6,1
0,4,0,0,0,0,5,5,4,0,8,1
2,5,0,0,0,0,0,2,1,0,2,1
6,18,0,0,0,0,7,10,2,0,27,0
8,6,0,0,0,0,0,8,0,0,4,1
0,1,0,0,0,0,3,6,1,0,14,1
10,13,3,0,1,0,9,2,2,0,20,0
0,1,0,0,0,0,1,4,3,0,10,1
0,1,0,0,0,0,0,3,0,0,6,1
0,2,0,0,0,0,0,0,0,0,0,0
5,12,3,0,1,3,8,26,2,2,29,0
5,7,0,0,0,0,1,14,9,0,27,1
7,8,0,0,0,0,4,8,1,0,6,0
2,3,0,0,0,0,12,2,2,0,16,0
7,5,0,0,0,0,0,8,0,0,14,0
14,13,1,0,0,0,5,8,3,0,17,0
1,9,0,0,0,0,1,2,0,0,0,1
0,4,0,0,0,0,0,16,13,0,10,1
8,9,0,0,0,0,7,13,0,0,8,0
4,6,0,0,0,0,0,1,0,0,1,1
3,23,0,0,0,0,1,8,1,0,34,1
8,9,0,0,0,0,3,2,0,1,15,0
6,11,0,0,0,0,0,1,0,0,9,1
6,6,0,0,0,0,10,2,0,0,19,0
8,3,0,0,0,0,1,9,0,0,20,1
10,16,0,0,0,0,0,5,1,0,7,0
6,24,31,1,4,1,10,11,11,0,35,0
12,16,0,0,0,0,5,31,0,0,33,0
0,5,0,1,0,0,1,0,3,0,5,0
7,3,0,0,0,0,6,0,0,0,5,0
0,5,1,0,0,0,5,7,0,1,13,0
5,1,0,0,0,0,2,5,0,0,15,1
0,4,0,0,0,0,4,7,6,0,18,1
9,11,1,0,1,0,7,1,3,1,15,0
11,9,0,0,0,0,3,1,0,0,11,0
16,8,0,0,0,0,5,16,0,0,36,0
0,4,0,0,0,0,1,6,1,1,9,1
10,23,0,0,0,0,0,2,0,0,9,1
3,9,4,1,3,1,7,58,12,3,18,0
14,19,2,1,0,1,4,5,1,0,17,0
0,2,0,0,0,0,0,9,0,0,2,0
0,5,0,0,0,0,0,7,0,0,10,1
4,16,0,0,0,0,12,6,0,0,15,0
0,1,0,0,0,0,0,1,0,0,2,0
8,10,0,0,0,0,1,1,0,0,8,0
2,13,4,0,4,3,10,3,9,3,15,0
17,28,4,1,4,9,10,6,9,0,42,0
0,4,0,0,0,0,7,2,1,0,7,0
16,30,0,0,0,0,0,20,0,0,72,1
9,5,0,0,0,0,11,6,0,0,12,0
3,5,0,0,0,0,3,4,0,0,1,0
0,2,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,1,0,0,2,1
0,2,0,0,0,0,3,7,0,0,12,1
5,4,0,0,0,0,7,0,0,0,7,0
11,29,42,1,10,0,16,19,23,15,52,0
44,58,0,0,0,0,34,35,6,0,45,0
8,11,0,0,0,0,6,1,0,0,14,0
6,8,0,0,0,0,6,3,1,0,11,0
3,10,0,0,0,0,9,0,0,0,10,0
7,22,0,0,0,0,4,22,0,0,18,0
7,4,0,0,0,0,6,6,0,0,17,0
13,24,0,0,0,0,2,1,0,0,17,0
0,6,0,0,0,0,4,9,4,1,6,1
0,5,0,0,0,0,1,3,0,0,2,1
0,3,0,0,0,0,0,2,0,0,3,1
2,6,0,0,0,0,3,7,0,0,22,1
4,23,8,0,4,0,11,3,8,8,40,0
1,9,0,0,0,0,1,4,0,0,23,1
0,8,0,0,0,0,3,5,2,0,12,1
5,0,0,0,0,0,3,1,0,0,4,0
0,2,0,0,0,0,1,4,1,0,6,1
2,4,0,0,0,0,10,10,0,0,11,0
11,40,0,0,0,0,18,5,0,0,25,0
0,2,0,0,0,0,2,11,1,0,12,1
2,6,0,0,0,0,0,1,0,0,4,1
0,2,0,0,0,0,2,7,2,0,9,1
0,4,0,0,0,0,0,3,0,0,19,1
3,13,0,0,0,0,2,1,0,0,2,0
5,8,0,0,0,0,4,4,3,0,13,0
0,3,0,0,0,0,2,7,1,0,14,1
5,14,0,0,0,0,7,14,0,0,14,0
1,14,0,0,0,0,0,3,1,0,7,1
1,5,0,0,0,0,2,1,0,0,3,0
1,12,0,0,0,0,2,3,0,0,12,1
0,3,4,0,0,1,8,11,6,0,14,1
10,6,0,0,0,0,0,3,0,0,13,1
0,4,0,0,0,0,0,2,0,0,5,1
0,5,0,0,0,0,3,16,4,0,31,1
6,11,0,0,0,0,1,1,0,0,16,1
0,4,0,0,0,0,4,12,5,0,7,1
0,8,0,0,0,0,0,1,0,0,8,1
2,21,2,1,1,0,5,9,4,2,16,0
5,14,0,0,0,0,3,5,2,0,31,1
4,18,0,0,0,0,3,16,6,0,16,1
0,1,0,0,0,0,3,10,1,0,17,1
0,6,0,0,0,0,1,8,1,0,7,1
0,2,0,0,0,0,0,0,0,0,0,0
18,45,2,0,0,1,30,58,17,0,67,0
0,1,0,0,0,0,0,2,0,0,1,1
9,7,0,0,0,0,5,1,0,0,8,0
23,11,2,0,1,3,14,31,3,2,56,0
0,2,0,0,0,0,0,0,0,0,0,0
5,5,0,0,0,0,14,24,0,0,23,0
0,1,0,0,0,0,6,15,0,0,16,1
0,2,0,0,0,0,0,0,0,0,0,0
12,16,0,0,0,0,11,4,1,0,12,0
9,19,0,0,0,0,6,9,3,0,26,0
7,4,0,0,0,0,0,0,0,0,3,0
0,2,0,0,0,0,0,9,3,0,14,1
3,15,9,1,1,2,13,8,7,0,27,0
6,6,0,0,0,0,3,2,0,0,18,1
0,4,0,0,0,0,6,10,1,0,17,1
16,18,2,1,0,0,7,3,1,0,9,0
0,5,0,0,0,0,5,4,1,0,9,0
7,5,0,0,0,0,13,1,0,0,9,0
12,10,0,0,0,0,8,7,0,0,16,0
3,4,0,0,0,0,6,7,1,0,21,0
14,54,0,0,0,0,4,3,1,0,24,1
0,1,0,0,0,0,0,2,0,0,10,1
2,13,0,0,0,0,7,1,0,0,5,0
10,3,0,0,0,0,11,2,0,0,11,0
5,20,2,0,1,0,7,22,4,2,12,0
18,10,0,1,0,0,2,5,2,0,17,0
3,9,2,0,2,2,7,2,4,2,16,0
9,17,1,1,1,0,6,5,3,1,11,0
9,14,1,0,0,2,8,5,0,0,16,0
1,7,0,0,0,1,1,4,4,0,8,1
3,15,0,0,0,0,1,3,0,0,8,0
6,11,0,0,0,0,7,1,0,0,7,0
8,5,0,0,0,0,3,3,0,0,10,0
3,11,0,0,0,1,6,1,0,0,5,0
0,9,0,0,0,0,0,7,4,0,3,1
0,1,0,0,0,0,1,4,0,0,1,1
5,28,17,1,0,2,4,2,3,7,18,0
14,36,0,0,0,0,0,25,3,0,36,1
0,5,0,0,0,0,1,5,4,0,12,1
1,7,0,0,0,0,0,15,6,0,20,1
2,17,0,0,0,0,0,4,1,0,20,1
7,10,0,0,0,0,6,0,1,0,9,0
3,6,0,0,0,0,1,1,1,0,20,1
0,5,0,0,0,0,4,7,5,0,20,1
5,8,0,0,0,0,0,4,0,0,13,1
24,44,2,0,1,0,40,61,6,0,131,0
7,6,2,1,0,0,7,1,1,0,21,0
16,4,0,0,0,0,6,2,1,0,11,0
4,8,0,0,0,0,3,0,0,0,10,0
2,2,0,0,0,0,0,2,0,0,5,1
1,3,0,0,0,0,0,3,0,0,6,1
8,8,0,0,0,0,4,1,0,0,5,0
1,3,0,0,0,0,1,4,0,0,0,1
5,8,0,0,0,0,5,4,0,0,6,0
5,28,17,0,1,2,14,12,2,11,57,0
3,7,0,0,0,0,0,13,0,0,27,1
0,1,0,0,0,0,0,0,0,0,1,0
1,9,0,0,0,0,8,1,1,0,6,0
5,5,0,0,0,0,0,7,0,0,15,1
0,1,0,0,0,0,0,4,2,0,7,1
9,11,0,0,0,0,2,3,1,0,3,0
4,10,0,0,0,0,0,2,0,0,8,1
0,1,0,0,0,0,0,7,3,0,2,1
1,2,0,0,0,0,0,0,1,0,1,0
4,2,0,0,0,0,2,2,0,0,3,0
0,11,2,0,2,0,2,6,4,0,6,0
2,1,0,0,0,0,0,1,0,0,1,1
0,13,0,0,0,0,0,6,3,0,5,1
9,30,0,0,0,0,1,0,0,0,15,0
0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,1,0,0,1,1
0,12,0,0,0,0,3,44,9,0,44,1
9,18,0,0,0,0,0,8,1,0,24,1
0,1,0,0,0,0,0,2,0,0,1,1
1,1,0,0,0,0,0,14,0,0,1,0
3,8,0,0,0,0,10,6,0,0,10,0
7,8,0,0,0,0,6,6,0,0,11,0
7,2,0,0,0,0,12,25,1,1,37,0
0,16,0,0,0,0,7,22,0,0,20,1
18,33,0,0,0,0,0,4,1,0,22,1
1,1,0,0,0,0,0,5,0,0,0,1
24,60,2,2,0,0,15,17,9,0,26,0
0,23,0,0,0,0,4,13,0,0,26,1
0,2,0,0,0,0,0,1,0,0,3,1
5,9,0,0,0,1,5,4,1,0,9,0
5,4,5,0,0,2,5,1,0,4,12,0
0,3,0,0,0,0,0,5,1,0,16,1
4,13,0,0,0,0,3,6,0,0,32,1
10,23,0,0,0,0,0,14,1,0,33,1
8,9,0,0,0,0,1,2,0,0,0,0
6,20,0,0,0,0,1,2,0,0,12,1
1,2,0,0,0,0,0,6,3,0,6,1
3,0,0,0,0,0,3,5,1,0,6,0
2,9,4,1,0,0,2,2,1,1,7,0
7,4,0,0,0,0,2,17,0,0,8,0
2,3,0,0,0,0,0,9,0,0,10,1
0,1,0,0,0,0,2,9,1,0,19,1
10,19,1,0,0,0,4,8,0,0,10,0
9,3,1,0,1,0,4,4,3,1,9,0
9,13,0,0,0,0,0,2,2,0,20,1
4,6,0,0,0,0,1,1,0,0,5,0
1,8,0,0,0,0,1,0,0,0,5,0
3,4,0,0,0,0,3,1,0,0,4,0
3,0,0,0,0,0,6,2,0,0,9,0
0,1,0,0,0,0,0,3,0,0,7,1
2,5,0,0,0,0,4,1,0,0,11,0
0,4,0,1,0,0,2,2,2,0,4,0
7,11,2,0,0,0,2,3,0,1,7,0
4,8,0,0,0,0,9,5,0,0,19,0
7,22,0,0,0,0,0,7,3,0,25,1
0,4,0,0,0,0,3,8,5,0,3,1
0,1,0,0,0,0,0,4,2,0,2,1
10,19,0,0,0,0,5,3,0,0,9,0
3,6,0,0,0,0,0,4,0,0,16,1
12,6,0,0,0,0,3,4,0,0,14,0
0,2,0,0,0,0,8,8,0,0,10,1
9,10,0,0,0,0,7,4,0,0,21,0
34,41,5,1,0,1,11,39,1,4,109,0
3,9,0,0,0,0,4,0,2,0,3,0
6,22,0,0,0,0,3,4,0,0,11,0
5,11,0,0,0,0,3,1,0,0,7,0
7,18,0,0,0,0,10,4,0,0,16,0
0,4,0,0,0,0,3,12,5,0,17,1
11,2,0,0,0,0,13,6,0,0,14,0
0,1,0,0,0,0,0,5,0,0,5,1
3,11,2,0,1,1,4,1,3,1,5,0
4,4,0,0,0,0,0,2,1,0,9,1
0,1,0,0,0,0,2,11,2,0,7,1
0,1,0,0,0,0,8,6,4,0,5,1
5,4,0,0,0,0,3,1,0,0,5,0
11,7,0,0,0,0,5,0,0,0,12,0
0,1,0,0,0,0,0,2,0,0,2,1
110,236,0,0,0,0,86,174,1,0,278,0
7,15,0,0,0,0,3,4,2,0,16,1
2,8,0,1,0,0,2,0,2,0,3,0
10,27,2,2,0,1,9,8,2,0,14,0
3,29,1,0,0,0,8,52,0,0,34,0
0,1,0,0,0,0,1,2,1,0,9,1
3,5,0,0,0,0,6,2,0,0,11,0
9,14,0,0,0,0,1,3,0,0,21,0
6,8,0,0,0,0,6,2,0,0,12,0
7,1,0,0,0,0,0,3,0,0,23,1
13,5,0,0,0,0,5,2,0,0,14,0
0,7,0,2,0,0,3,9,4,0,15,0
3,8,0,0,0,0,1,3,0,0,4,1
52,20,1,1,0,0,50,52,6,1,43,0
5,16,0,0,0,0,1,10,3,0,14,0
0,2,0,0,0,0,0,2,0,0,1,1
4,7,0,0,0,0,3,5,0,0,12,0
0,12,0,0,0,0,5,6,1,1,25,1
4,8,1,0,1,1,11,4,2,1,9,0
13,0,0,0,0,0,10,10,1,0,15,0
6,5,0,0,0,0,3,2,0,0,5,0
